numerical__Customer_Age,numerical__Income,numerical__Total_Children,numerical__Family_Size,numerical__Total_Spending,numerical__Average_Spending_per_Purchase,numerical__MntWines,numerical__MntFruits,numerical__MntMeatProducts,numerical__MntFishProducts,numerical__MntSweetProducts,numerical__MntGoldProds,numerical__Total_Purchases,numerical__NumWebPurchases,numerical__NumCatalogPurchases,numerical__NumStorePurchases,numerical__Total_Campaign_Acceptance,numerical__Response,numerical__Digital_Engagement,numerical__NumWebVisitsMonth,numerical__Recency,numerical__Customer_Tenure_Years,numerical__Deal_Dependency,numerical__NumDealsPurchases,categorical__Education_2N Cycle,categorical__Education_Basic,categorical__Education_Graduation,categorical__Education_Master,categorical__Education_Phd,categorical__Marital_Status_Absurd,categorical__Marital_Status_Alone,categorical__Marital_Status_Divorced,categorical__Marital_Status_Married,categorical__Marital_Status_Single,categorical__Marital_Status_Together,categorical__Marital_Status_Widow,categorical__Marital_Status_Yolo,categorical__Preferred_Shopping_Channel_Catalog,categorical__Preferred_Shopping_Channel_Store,categorical__Preferred_Shopping_Channel_Web,categorical__Product_Preference_Fish,categorical__Product_Preference_Fruits,categorical__Product_Preference_Gold,categorical__Product_Preference_Meat,categorical__Product_Preference_Sweets,categorical__Product_Preference_Wine,categorical__Customer_Activity_Level_Highly Active,categorical__Customer_Activity_Level_Inactive,categorical__Customer_Activity_Level_Moderately Active
1.0172961242361769,0.30017760443225916,-1.2646182929415224,-1.2646182929415222,1.7993040015766404,1.1939439816304438,0.9893199164082125,1.4704967314462667,1.4430989024627698,1.4343490952670592,1.4551046728636785,1.1218867753277328,1.3125434195471084,1.2805323325064204,1.8052020693197455,-0.5520768893966107,-0.48205328198438235,2.3869656031076696,1.560532279432469,0.6928817880382653,0.30727179399616056,1.5300381493430737,-0.5478972431289096,0.6520824719662907,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1.2737216910085998,-0.26327773292815265,1.3954203730765178,1.3954203730765178,-0.9902089579865185,-1.5489900618931016,-1.2147906009939746,-1.0010652880794135,-1.416552363484063,-0.8735225445678175,-0.9871157933893436,-0.9221685953235228,-1.1859614417720363,-1.3968393760212343,-0.4057153639132397,-1.1674211851515772,-0.48205328198438235,-0.41894193979924416,-0.9503121529030142,-0.13157382889875555,-0.3835840310899351,-1.1914841782550112,1.3596464266010553,0.04165453556946723,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.33349461284304965,0.943942287400849,-1.2646182929415224,-1.2646182929415222,0.3803028207690118,0.47048178199338636,0.7681397817210495,1.1412524295821314,0.4901624155729004,1.3835841821717116,0.5898534443065764,0.537112854414535,1.0349317682894257,1.2805323325064204,0.12013938270035018,1.2939559978682893,-0.48205328198438235,-0.41894193979924416,0.7235841353206414,-0.5438016373672659,-0.7980975261415925,-0.20678791790588594,-1.0909849017837396,-0.8186953190947199,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
-1.2905339767156276,-1.204344651304055,0.06540104006749761,0.06540104006749776,-0.9426344503127618,-1.2551299963505114,-1.2147906009939746,-0.39122943971970175,-0.6957492980695112,-0.06338103972254928,-0.5312694545861206,-1.0460877661835997,-0.9083497905143535,-0.6750807673414826,-1.3046699908599295,-0.5520768893966107,-0.48205328198438235,-0.41894193979924416,-0.392346723495129,0.28065397956975485,-0.7980975261415925,-1.062830395495829,0.5503863368836847,0.04165453556946723,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-1.034108409943205,0.30758268983931897,0.06540104006749761,0.06540104006749776,-0.2674423990967529,0.16773887749136146,0.2697650164856841,1.056173131220179,0.4423280481349978,0.8421413919031743,0.7484530083550459,-0.25761542259923254,0.20209681451637743,0.5587737238266685,0.49323926303345006,0.06326740635835598,-0.48205328198438235,-0.41894193979924416,0.16561870591275615,-0.13157382889875555,1.5508122791511327,-0.9539695023919057,0.6719960514881532,1.5124323266304776,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.1625442349947678,0.5091921118895935,0.06540104006749761,0.06540104006749776,0.27051549536803476,0.3737536113926964,0.8785959208729875,1.0408724937017089,0.3216026646004517,-1.5585399146512664,1.030580789615354,-0.30949686766885826,1.0349317682894257,0.8331736116944045,0.7826380134765774,1.2939559978682893,-0.48205328198438235,-0.41894193979924416,0.7235841353206414,0.28065397956975485,-1.1435254386846403,-0.3008041437683653,-0.7713565969387494,0.04165453556946723,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
-0.17935652070179584,0.18059741879438304,0.06540104006749761,0.06540104006749776,0.03996211202598291,0.33650054373555793,0.43896192103124565,1.3260297930655425,0.6567570036705302,0.8930700685401516,1.1297690486481502,0.19225041334049117,0.6185142914029015,1.070869606315068,0.49323926303345006,0.3709395542358393,-0.48205328198438235,-0.41894193979924416,1.002566850024584,0.28065397956975485,-0.5217551961071543,1.1836625803760445,0.02564520316476,1.1255671642452048,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
-1.3760091656397686,-0.8790941903281618,0.06540104006749761,0.06540104006749776,-0.7303789545375395,-0.25422748230352404,-0.18282156105748681,0.13352711027805794,-0.04061131256465323,-0.69414423365343,-0.9871157933893436,0.06833124248041436,-0.6307381392566708,0.2342275408568957,-1.3046699908599295,-0.5520768893966107,-0.48205328198438235,-0.41894193979924416,0.7235841353206414,1.1051095965067756,-0.5908407786157638,0.3127754355446576,0.10695703388637637,0.04165453556946723,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.4357820874742186,-1.0273392227030438,0.06540104006749761,0.06540104006749776,-0.9554429716095425,-1.209943880838375,-1.0909122920305179,-1.4623882985504741,-0.5813554785067191,-0.69414423365343,-0.5312694545861206,-1.6032972705156066,-1.047155616143195,-0.16298488485308305,-1.3046699908599295,-1.1674211851515772,-0.48205328198438235,2.3869656031076696,0.7235841353206414,1.5173374049752861,-1.0398970649217258,0.16927698554403106,-0.17352148123935635,-0.8186953190947199,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.6156224467051634,-2.2075187376101364,1.3954203730765178,1.3954203730765178,-0.9499536053394936,0.7520867865302965,-0.7249315893987012,-1.4623882985504741,-1.416552363484063,-1.1263420741523482,-0.9871157933893436,-0.3649590909915159,-1.6023789186585604,-1.3968393760212343,-1.3046699908599295,-1.782765480906544,1.4128092602512243,-0.41894193979924416,3.2344285676561246,6.051843298128901,0.6526997065392084,-1.2162252903240847,3.336243637438775,-0.8186953190947199,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
