numerical__Customer_Age,numerical__Income,numerical__Total_Children,numerical__Family_Size,numerical__Total_Spending,numerical__Average_Spending_per_Purchase,numerical__Total_Purchases,numerical__NumWebPurchases,numerical__NumCatalogPurchases,numerical__NumStorePurchases,numerical__Total_Campaign_Acceptance,numerical__Digital_Engagement,numerical__NumWebVisitsMonth,numerical__Recency,numerical__Customer_Tenure_Years,numerical__Deal_Dependency,numerical__NumDealsPurchases,Cluster
1.0172961242361769,0.3001776044322591,-1.2646182929415224,-1.2646182929415224,1.7993040015766404,1.1939439816304436,1.3125434195471086,1.2805323325064204,1.8052020693197453,-0.5520768893966107,-0.4820532819843823,1.5605322794324692,0.6928817880382651,0.3072717939961604,1.5300381493430737,-0.5478972431289095,0.6520824719662904,0
1.2737216910085998,-0.2632777329281526,1.3954203730765178,1.3954203730765176,-0.9902089579865184,-1.5489900618931018,-1.1859614417720366,-1.3968393760212348,-0.4057153639132397,-1.1674211851515772,-0.4820532819843823,-0.950312152903014,-0.1315738288987555,-0.3835840310899352,-1.1914841782550116,1.3596464266010555,0.041654535569467,1
0.3334946128430495,0.943942287400849,-1.2646182929415224,-1.2646182929415224,0.3803028207690118,0.4704817819933861,1.034931768289426,1.2805323325064204,0.12013938270035,1.2939559978682893,-0.4820532819843823,0.7235841353206415,-0.5438016373672659,-0.7980975261415926,-0.2067879179058861,-1.0909849017837394,-0.8186953190947202,0
-1.2905339767156276,-1.204344651304055,0.0654010400674975,0.0654010400674975,-0.9426344503127616,-1.2551299963505116,-0.9083497905143536,-0.6750807673414829,-1.3046699908599295,-0.5520768893966107,-0.4820532819843823,-0.3923467234951289,0.2806539795697546,-0.7980975261415926,-1.0628303954958294,0.5503863368836848,0.041654535569467,1
-1.034108409943205,0.3075826898393189,0.0654010400674975,0.0654010400674975,-0.2674423990967528,0.1677388774913612,0.2020968145163774,0.5587737238266683,0.49323926303345,0.0632674063583558,-0.4820532819843823,0.1656187059127562,-0.1315738288987555,1.5508122791511323,-0.9539695023919058,0.6719960514881533,1.512432326630477,0
0.1625442349947677,0.5091921118895935,0.0654010400674975,0.0654010400674975,0.2705154953680347,0.3737536113926962,1.034931768289426,0.8331736116944044,0.7826380134765774,1.2939559978682893,-0.4820532819843823,0.7235841353206415,0.2806539795697546,-1.1435254386846403,-0.3008041437683655,-0.7713565969387493,0.041654535569467,0
-0.1793565207017958,0.180597418794383,0.0654010400674975,0.0654010400674975,0.0399621120259829,0.3365005437355576,0.6185142914029016,1.070869606315068,0.49323926303345,0.3709395542358393,-0.4820532819843823,1.002566850024584,0.2806539795697546,-0.5217551961071544,1.1836625803760443,0.0256452031647601,1.1255671642452043,0
-1.3760091656397686,-0.8790941903281618,0.0654010400674975,0.0654010400674975,-0.7303789545375394,-0.2542274823035242,-0.6307381392566709,0.2342275408568954,-1.3046699908599295,-0.5520768893966107,-0.4820532819843823,0.7235841353206415,1.1051095965067754,-0.5908407786157639,0.3127754355446575,0.1069570338863764,0.041654535569467,1
-0.4357820874742186,-1.0273392227030438,0.0654010400674975,0.0654010400674975,-0.9554429716095424,-1.2099438808383751,-1.0471556161431952,-0.1629848848530832,-1.3046699908599295,-1.1674211851515772,-0.4820532819843823,0.7235841353206415,1.5173374049752857,-1.039897064921726,0.1692769855440308,-0.1735214812393561,-0.8186953190947202,1
1.6156224467051634,-2.2075187376101364,1.3954203730765178,1.3954203730765176,-0.9499536053394936,0.7520867865302963,-1.6023789186585606,-1.3968393760212348,-1.3046699908599295,-1.782765480906544,1.4128092602512243,3.2344285676561246,6.051843298128899,0.6526997065392083,-1.216225290324085,3.336243637438775,-0.8186953190947202,1
