numerical__Customer_Age,numerical__Income,numerical__Total_Children,numerical__Family_Size,numerical__Total_Spending,numerical__Average_Spending_per_Purchase,numerical__Total_Purchases,numerical__NumWebPurchases,numerical__NumCatalogPurchases,numerical__NumStorePurchases,numerical__Total_Campaign_Acceptance,numerical__Digital_Engagement,numerical__NumWebVisitsMonth,numerical__Recency,numerical__Customer_Tenure_Years,numerical__Deal_Dependency,numerical__NumDealsPurchases
1.0172961242361769,0.3001776044322591,-1.2646182929415224,-1.2646182929415222,1.7993040015766404,1.1939439816304438,1.3125434195471084,1.2805323325064204,1.8052020693197453,-0.5520768893966107,-0.4820532819843823,1.560532279432469,0.6928817880382653,0.3072717939961605,1.5300381493430737,-0.5478972431289096,0.6520824719662907
1.2737216910085998,-0.2632777329281526,1.3954203730765178,1.3954203730765178,-0.9902089579865184,-1.5489900618931016,-1.1859614417720363,-1.3968393760212343,-0.4057153639132397,-1.1674211851515772,-0.4820532819843823,-0.9503121529030142,-0.1315738288987555,-0.3835840310899351,-1.1914841782550112,1.3596464266010553,0.0416545355694672
0.3334946128430496,0.943942287400849,-1.2646182929415224,-1.2646182929415222,0.3803028207690118,0.4704817819933863,1.0349317682894257,1.2805323325064204,0.1201393827003501,1.2939559978682893,-0.4820532819843823,0.7235841353206414,-0.5438016373672659,-0.7980975261415925,-0.2067879179058859,-1.0909849017837396,-0.8186953190947199
-1.2905339767156276,-1.204344651304055,0.0654010400674976,0.0654010400674977,-0.9426344503127618,-1.2551299963505114,-0.9083497905143536,-0.6750807673414826,-1.3046699908599295,-0.5520768893966107,-0.4820532819843823,-0.392346723495129,0.2806539795697548,-0.7980975261415925,-1.062830395495829,0.5503863368836847,0.0416545355694672
-1.034108409943205,0.3075826898393189,0.0654010400674976,0.0654010400674977,-0.2674423990967529,0.1677388774913614,0.2020968145163774,0.5587737238266685,0.49323926303345,0.0632674063583559,-0.4820532819843823,0.1656187059127561,-0.1315738288987555,1.5508122791511327,-0.9539695023919056,0.6719960514881532,1.5124323266304776
0.1625442349947678,0.5091921118895935,0.0654010400674976,0.0654010400674977,0.2705154953680347,0.3737536113926964,1.0349317682894257,0.8331736116944045,0.7826380134765774,1.2939559978682893,-0.4820532819843823,0.7235841353206414,0.2806539795697548,-1.1435254386846403,-0.3008041437683653,-0.7713565969387494,0.0416545355694672
-0.1793565207017958,0.180597418794383,0.0654010400674976,0.0654010400674977,0.0399621120259829,0.3365005437355579,0.6185142914029015,1.070869606315068,0.49323926303345,0.3709395542358393,-0.4820532819843823,1.002566850024584,0.2806539795697548,-0.5217551961071543,1.1836625803760443,0.02564520316476,1.1255671642452048
-1.3760091656397686,-0.8790941903281618,0.0654010400674976,0.0654010400674977,-0.7303789545375395,-0.254227482303524,-0.6307381392566708,0.2342275408568957,-1.3046699908599295,-0.5520768893966107,-0.4820532819843823,0.7235841353206414,1.1051095965067756,-0.5908407786157638,0.3127754355446576,0.1069570338863763,0.0416545355694672
-0.4357820874742186,-1.0273392227030438,0.0654010400674976,0.0654010400674977,-0.9554429716095424,-1.209943880838375,-1.047155616143195,-0.162984884853083,-1.3046699908599295,-1.1674211851515772,-0.4820532819843823,0.7235841353206414,1.517337404975286,-1.0398970649217258,0.169276985544031,-0.1735214812393563,-0.8186953190947199
1.6156224467051634,-2.2075187376101364,1.3954203730765178,1.3954203730765178,-0.9499536053394936,0.7520867865302965,-1.6023789186585604,-1.3968393760212343,-1.3046699908599295,-1.782765480906544,1.4128092602512243,3.2344285676561246,6.051843298128901,0.6526997065392084,-1.2162252903240849,3.336243637438775,-0.8186953190947199
